y,BID,INCOME,ENVIRONMENT
1,0.8044557039474959,1.1544630160290423,1
1,0.0341692210645655,0.06791123165472016,1
0,2.5212527958416575,0.09876687752117953,0
1,1.2777491649277444,0.5619452800539682,0
1,0.006440344429519252,0.7433859597129948,1
1,0.01753513171556993,4.19446908291091,1
1,0.5011998986982132,0.8834497523007327,1
1,0.057455142791884045,4.034823929644328,0
1,3.9381368052547643,0.17755568752164932,0
1,0.01926183473310397,0.1230847924654908,1
1,0.17443214963758547,1.055510893325102,1
1,0.9638385160576142,0.0627598328526977,1
1,0.15420964223426584,0.22265135576416664,0
1,1.0809115816300001,1.8467174370943886,0
0,3.176340066962584,0.3182862122540101,0
0,5.341040313817763,0.2079178429152628,1
1,0.7719460096158309,1.51524692050461,1
1,0.001282121055021907,1.3159229474133147,0
1,1.0258219595958566,0.011363142329563349,1
0,0.18685316382915865,0.6135849851471642,1
0,4.371524949038668,1.5405770107369032,1
1,1.439821972648016,0.019281660555927307,0
1,2.526949607821454,2.92626043067278,0
1,3.8206630424460624,0.18545164911036913,1
1,2.4381640004542058e-5,1.0904154176831016,1
0,6.010864212205499,0.2889917452482273,0
1,0.22775544300592102,0.44834539418794617,0
1,0.35588164856085386,0.4080726092050723,1
1,0.6275860214734592,2.972140949433707,1
1,0.08388942388235691,3.036062584876817,0
1,0.5460302601299188,0.4758297974786346,1
0,0.10173573746837292,0.10953662464475561,1
0,1.1581297164156097,0.7587589535720137,1
1,0.08074561011307617,4.065246247795194,0
1,0.6032244812115316,1.4703480822699935,0
1,0.354811429701736,1.4411875218995778,1
0,2.979006198020988,1.0651650293991746,0
1,0.8146587431102872,0.6184410910207148,1
1,0.3125502246921756,4.45241023355281,1
1,0.06076844585336103,2.1135630706912774,0
1,0.14713839464225983,0.3400100977047716,1
1,3.8380852509499253,0.16787374187688264,0
1,0.7084674082578878,0.6512193598958385,1
1,3.623492960445628,0.007318877930400555,1
1,0.3874986930371612,0.5568788667414815,0
0,3.9637641808113067,0.42728847110995133,1
1,0.0933203061430093,0.4317882732912346,1
1,0.008252675069210853,0.3024001667489635,1
1,0.03391544023746759,0.6508122577571898,1
0,1.4370441551401276,0.9947663004340226,0
0,0.7027253418347708,0.9523625381680129,1
0,4.269601292696752,0.02870421415874736,1
1,0.3161217489923176,0.5215609662870595,0
1,1.6274500671770566,0.7130427837000521,0
1,1.097408408829166,1.631479157743812,1
1,3.8646772601960273,1.803945947319198,1
1,0.10431032740451285,0.5857463394121382,0
1,0.8758386690846396,0.2154840259763833,1
1,1.2978445434375372,0.07182039707490848,1
0,2.7943093032764783,0.4455865378402543,1
1,3.1978101900552356,0.15877617630977717,1
0,4.125946169999167,0.40713464051215964,0
0,0.4944119530214162,0.07167019898070179,0
1,0.02501609211569983,0.12951330122232907,0
0,0.2562736701803456,1.7236173806191342,0
1,0.6723919732345198,0.781402270817845,1
1,3.9953893092771073,4.314322785690634,0
1,0.22972138822042948,4.406748254889595,1
0,0.0070862562917019265,1.5338970261537417,0
1,0.8018962698772608,0.9809577051014476,0
0,0.8487488518567237,1.1851846523819098,0
1,0.10919687434047322,0.7053518088651008,0
0,0.020067784788424945,0.0032329047929280106,0
0,0.1890925756839077,0.10489699203632957,0
1,0.002886120546182216,0.8184253981207902,1
0,0.822849233509361,0.42534377207485924,1
0,1.6991441400744798,0.06888243698721291,1
1,0.5956594576278682,0.8735946261699192,0
1,1.10781012877771,0.6743057371348292,0
1,1.988208122141665,2.638217862568759,1
1,0.9919853030747546,1.0617317220784528,0
1,2.8756186075320724,1.59246558841665,1
1,0.2844858424453871,0.1538087807895616,1
1,1.883123446540531,1.2801525399339877,1
0,4.87490974963674,0.29609321947650896,1
0,3.3201304733488057,1.3844085852972223,0
1,0.42692294930139757,6.364807058488966e-4,1
1,0.08104339665348832,0.2653621825169623,0
0,0.14972999576096932,0.4278595781500489,1
1,0.14953300341652692,0.25365525492475444,1
1,2.561250877691401,1.618287315817404,0
0,2.826281985299324,0.005893810040222894,1
1,1.400924082252374,1.80988422257845,1
1,1.8454061097584693,0.07092504289548118,1
1,2.288172933201872,1.1827932681357203,1
0,1.5702718888230884,0.49079523597292374,0
0,3.8390801557605667,0.1960359878046027,0
1,5.845936067063073e-5,0.6217637366037925,1
1,0.7100003712090158,0.7340646168594918,0
1,0.3613934720267831,0.5571413453913565,1
